t_client_start,t_publish,t_vla_in,t_vla_out,success,error,x,y,z,qx,qy,qz,gw,prompt
520318735499103,520318744711225,520318742772350,520318742772350,True,hardcoded,0.5883169141501767,0.0283972969849587,0.20402697975277456,0.9997972892840252,-0.012596559171441745,-0.007057362848938975,0.07715432107448578,HARD: close gripper
520319735429688,520319742254243,520319740996631,520319740996631,True,hardcoded,0.587835972347029,0.03723681589244593,0.20403989571195558,0.9998786633659509,-0.00530345098839452,-0.007070660034537513,0.07478441059589386,HARD: close gripper
520320735430855,520320742332951,520320741151278,520320741151278,True,hardcoded,0.5872855508656777,0.04512753583791042,0.2040430822372352,0.999898082289438,0.0015090910744546477,-0.0071143775925282164,0.07242632418870926,HARD: close gripper
520321735416295,520321743213773,520321741986660,520321741986660,True,hardcoded,0.5866958144613251,0.052215906335291724,0.20403827764832871,0.9998709618836953,0.00755555734868192,-0.007190603584530341,0.07004853099584579,HARD: close gripper
520322735411868,520322742078693,520322740889440,520322740889440,True,hardcoded,0.5860896844907204,0.058658725762406404,0.20404126469300415,0.999814516278633,0.013048632972032856,-0.0072503322474701285,0.06776661932468414,HARD: close gripper
520323735432723,520323742312369,520323741041616,520323741041616,True,hardcoded,0.5856039021055399,0.06332118623445661,0.20404072307938637,0.9997541048651941,0.017015902521620215,-0.007304938391334303,0.06541246682405472,HARD: close gripper
520324735435311,520324742692068,520324741480225,520324741480225,True,hardcoded,0.5850579651471324,0.06818981181854204,0.2040414574944559,0.9996743185854273,0.02115893037053479,-0.007359099208750288,0.06304452329874038,HARD: close gripper
520325735499712,520325742628019,520325741435066,520325741435066,True,hardcoded,0.5844507068598206,0.07318883170822688,0.20403455570917797,0.9995750692537018,0.025447112987498813,-0.007411569267048025,0.060656232237815855,HARD: close gripper
520326735499926,520326743749515,520326742011341,520326742011341,True,hardcoded,0.5840313413551078,0.07647321218164152,0.20403800688375295,0.9994993880921819,0.02824234104101095,-0.007447361676982696,0.05830339476466179,HARD: close gripper
520327735487973,520327743324100,520327741940107,520327741940107,True,hardcoded,0.5836814801775176,0.07910034347224922,0.20403869299293553,0.9994328084501566,0.03047466588492936,-0.007482062403478454,0.055935454964637754,HARD: close gripper
520328735427952,520328742326287,520328741147325,520328741147325,True,hardcoded,0.5832515982314795,0.08221612713249482,0.20403787892079298,0.9993469121579595,0.03310890615916342,-0.007531882841434363,0.05358721449971199,HARD: close gripper
520329735430604,520329742260209,520329741124837,520329741124837,True,hardcoded,0.582883299883334,0.08478815094078274,0.20404049565846713,0.9992712016304366,0.035303454351682625,-0.007562024224261542,0.051290848702192304,HARD: close gripper
520330735489409,520330742857946,520330741324182,520330741324182,True,hardcoded,0.5824342465922678,0.08780866217083086,0.20403573701902522,0.9991759480678779,0.03787644034737321,-0.007606738411905309,0.04889598622918129,HARD: close gripper
520331735429777,520331742332472,520331741097330,520331741097330,True,hardcoded,0.5820226679664414,0.09049958647182196,0.20403564775028654,0.9990858278714422,0.040182566848795356,-0.007635892314592212,0.04651294410228729,HARD: close gripper
520332735490278,520332742440323,520332740887940,520332740887940,True,hardcoded,0.581692757661556,0.09259337746404124,0.20403568284303167,0.9990116410104639,0.04198348658010951,-0.007659238713678628,0.04414237797260284,HARD: close gripper
520333738932769,520333745904665,520333744497241,520333744497241,True,hardcoded,0.5815194324747408,0.09369401993677925,0.20404183967058723,0.9989712621897273,0.04290411166436353,-0.00767649176800976,0.041754735112190244,HARD: close gripper
520334738906656,520334745605320,520334744449938,520334744449938,True,hardcoded,0.5812360344428602,0.09543590735329985,0.20404093241667307,0.9989056319988188,0.04439056611272652,-0.007701565248889687,0.03938088700175285,HARD: close gripper
520335735444657,520335743056084,520335741483851,520335741483851,True,hardcoded,0.5810907156127687,0.09629982022003256,0.204036556958111,0.9988722867740669,0.04512978155642926,-0.007717274644653869,0.036997844874858854,HARD: close gripper
520336735453610,520336742573835,520336741286743,520336741286743,True,hardcoded,0.5810062056601768,0.0968098080205051,0.20403478045841572,0.9988522240970192,0.04555564910416091,-0.007730293593187867,0.03461282834410667,HARD: close gripper
