t_client_start,t_publish,t_vla_in,t_vla_out,success,error,x,y,z,qx,qy,qz,gw,prompt
522310880518771,522310888476223,522310887190165,522310887190165,True,hardcoded,0.5620056762912361,-0.03226491897395692,0.19810439466680624,0.9993749136602152,-0.018455753984039633,-0.01970376557865075,0.0010522566572763025,HARD: open gripper
522311080518797,522311086397275,522311085453303,522311085453303,True,hardcoded,0.5620099550359031,-0.03217300170766814,0.19810133070815106,0.9993762504369773,-0.01837327986707658,-0.01970762929548691,0.0010516000166535377,HARD: open gripper
522311280517876,522311286157823,522311285293202,522311285293202,True,hardcoded,0.5620113846591172,-0.032147820905932656,0.1980996794078699,0.999376592016302,-0.01835042046366966,-0.019709619809482427,0.001050943317823112,HARD: open gripper
522311480517265,522311486441013,522311485488872,522311485488872,True,hardcoded,0.5620111580341829,-0.032146444788579545,0.1981018669355189,0.9993765972027538,-0.018351659572000547,-0.01970864369773151,0.001050943317823112,HARD: open gripper
522311680515084,522311686305332,522311685368881,522311685368881,True,hardcoded,0.5620107459937409,-0.032139598929476446,0.19810061574448123,0.9993767309824533,-0.018343025089834014,-0.019709809770438628,0.001050943317823112,HARD: open gripper
522311880508853,522311886203291,522311885334350,522311885334350,True,hardcoded,0.5620114450298107,-0.032131537131717985,0.19810271458295492,0.9993767514266099,-0.018341096037344906,-0.019708705339625987,0.0010516000166535377,HARD: open gripper
522312080510502,522312086259419,522312085343628,522312085343628,True,hardcoded,0.5620105003968301,-0.03212928695155595,0.1980992975654032,0.9993767193975988,-0.01833881282630839,-0.01971128771766223,0.001050943317823112,HARD: open gripper
522312280565990,522312286428208,522312285510107,522312285510107,True,hardcoded,0.562012426287103,-0.03212815447488357,0.19810217598913651,0.9993768966311543,-0.018333682834007662,-0.01970826505659245,0.0010516000166535377,HARD: open gripper
522312480537758,522312487304127,522312486208146,522312486208146,True,hardcoded,0.5620111307195511,-0.03212821518457837,0.19809894721560903,0.9993768409863826,-0.01833447664430739,-0.01971121332528832,0.0010516000166535377,HARD: open gripper
522312680536476,522312687021945,522312686042674,522312686042674,True,hardcoded,0.5620117877159602,-0.03212297145735221,0.1981008828940067,0.9993769113150246,-0.018329390213805866,-0.01970966433942224,0.0010516000166535377,HARD: open gripper
