t_client_start,t_publish,t_vla_in,t_vla_out,success,error,x,y,z,qx,qy,qz,gw,prompt
517550405519160,517550414169189,517550412434943,517550412434943,True,hardcoded,0.5407120737938844,0.04906630840003952,0.11970515606639297,0.9992897986667991,0.009652837856442708,-0.03509088586619082,0.07965497672557831,HARD: go up
517551405489366,517551411927760,517551410728744,517551410728744,True,hardcoded,0.5425845222729987,0.053965390555608325,0.1230678146432128,0.9993625794269856,0.013894562165128256,-0.03147958609231027,0.07965497672557831,HARD: go up
517552405492152,517552412547315,517552411229848,517552411229848,True,hardcoded,0.5442938861574939,0.05870911826660837,0.12524031419280615,0.9993811179861675,0.018021391727454452,-0.028723142746380624,0.07965497672557831,HARD: go up
517553405493108,517553412028303,517553410864836,517553410864836,True,hardcoded,0.5462777195024819,0.0630431674029598,0.12730893568079094,0.9993845630564028,0.021720187377266907,-0.025972477623855097,0.07965497672557831,HARD: go up
517554405488555,517554412324208,517554411090771,517554411090771,True,hardcoded,0.5479263018890933,0.06624372103065586,0.13032490905103908,0.999405768024606,0.024324636755763785,-0.022823296895061206,0.07965497672557831,HARD: go up
517555405874900,517555412902443,517555411521446,517555411521446,True,hardcoded,0.5490469641916118,0.06916020469047787,0.13264023720539575,0.9994004570420744,0.02670648493868856,-0.020439705917814858,0.07965497672557831,HARD: go up
517556406909724,517556413989277,517556412662490,517556412662490,True,hardcoded,0.5510375544638351,0.07187015530532997,0.13453434830230715,0.9993901940218262,0.028882980205790817,-0.017928276324310266,0.07965497672557831,HARD: go up
517557407843378,517557415159611,517557413548384,517557413548384,True,hardcoded,0.5529493227252001,0.07327100567901598,0.13622523700698544,0.9994005291637881,0.029878342345858414,-0.01570327658202235,0.07965497672557831,HARD: go up
517558407732435,517558414145949,517558412957252,517558412957252,True,hardcoded,0.5539664854005611,0.0756458689490809,0.1375601371073162,0.9993657670340734,0.03183491766983093,-0.014089578630349547,0.07965497672557831,HARD: go up
517559408927139,517559416484090,517559415077554,517559415077554,True,hardcoded,0.5550163501009159,0.07808932451596068,0.13881959694601223,0.9993217879757943,0.03386006579207003,-0.012474976766533157,0.07965497672557831,HARD: go up
517560409494114,517560416061178,517560414807371,517560414807371,True,hardcoded,0.5564101546757703,0.0802179256336657,0.14025667720429155,0.9992859937562041,0.035550060368641445,-0.010617530843693906,0.07965497672557831,HARD: go up
517561410243968,517561418184000,517561416356664,517561416356664,True,hardcoded,0.5581760602342013,0.08139166616007314,0.14326247622097563,0.9992903922839456,0.036291686171710545,-0.007562949396560373,0.07965497672557831,HARD: go up
517562411126863,517562417547308,517562416381490,517562416381490,True,hardcoded,0.559698915894321,0.08191227267419485,0.14584890500610093,0.999301819321318,0.03649773285587804,-0.004972680793987479,0.07965497672557831,HARD: go up
517563411588509,517563418434582,517563417050326,517563417050326,True,hardcoded,0.5614870881105815,0.08230847024319304,0.14921032853748434,0.9993142372696223,0.03654236452440219,-0.001720585572902534,0.07965497672557831,HARD: go up
517564412021034,517564418426979,517564417237692,517564417237692,True,hardcoded,0.5625841924588805,0.08254561634966365,0.15234990484049146,0.9993182415655824,0.03653220615415499,0.0010357937580350515,0.07965497672557831,HARD: go up
517565405516797,517565413098558,517565411737052,517565411737052,True,hardcoded,0.5640589967875862,0.0828497794557875,0.15640583325206223,0.999311768236573,0.03651435100882169,0.00463930672785164,0.07965497672557831,HARD: go up
517566405559413,517566413265725,517566411709389,517566411709389,True,hardcoded,0.5656665995300255,0.08317977418284393,0.16113420117415936,0.9992882284063619,0.03648185212713327,0.008784022655304213,0.07965497672557831,HARD: go up
517567405520430,517567413638171,517567412173284,517567412173284,True,hardcoded,0.5669688235273189,0.08342853523560229,0.16524219811207988,0.9992544351035806,0.036436984459688154,0.012347949763946552,0.07965497672557831,HARD: go up
517568405521847,517568413581738,517568412017242,517568412017242,True,hardcoded,0.5684456415244445,0.08365298203035917,0.16993849560592192,0.9992015756925581,0.036336787428164284,0.016417646146585897,0.07965497672557831,HARD: go up
517569405518714,517569413345215,517569411905779,517569411905779,True,hardcoded,0.5694233125591155,0.08371385229181155,0.17300438604077079,0.9991602298515426,0.036199352691343445,0.01908523258527124,0.07965497672557831,HARD: go up
517570405564811,517570412684044,517570411415717,517570411415717,True,hardcoded,0.5708721061314848,0.08379506103378982,0.17725815787971966,0.9990901523064973,0.03599585632981861,0.022829331361614545,0.07965497672557831,HARD: go up
517571405515608,517571413428279,517571412120932,517571412120932,True,hardcoded,0.572470831726298,0.08383319717951886,0.18221954348998945,0.9989924003622517,0.035728641421569556,0.0271512416556987,0.07965497672557831,HARD: go up
517572405569115,517572412817948,517572411393011,517572411393011,True,hardcoded,0.5739642107236266,0.08376327980908459,0.18715594274106143,0.9988797239954531,0.03538998455713137,0.031414083374476535,0.07965497672557831,HARD: go up
517573405574202,517573412730585,517573411202849,517573411202849,True,hardcoded,0.575567342899489,0.08350948162590685,0.19234515072323582,0.9987462359557028,0.0348742103149106,0.03590454154254041,0.07965497672557831,HARD: go up
517574405515689,517574412886722,517574411588075,517574411588075,True,hardcoded,0.5769960779821223,0.08238189503951485,0.196749322282162,0.9986436484585153,0.0336567977431522,0.039700452243261956,0.07965497672557831,HARD: go up
517575405514247,517575412901049,517575411704812,517575411704812,True,hardcoded,0.5784603554308273,0.08147826450982279,0.20163536134729904,0.998501618983396,0.03261640014402282,0.043890194280479564,0.07965497672557831,HARD: go up
517576405512294,517576412899056,517576411657939,517576411657939,True,hardcoded,0.5796901238607043,0.08009776396588134,0.20487501680995096,0.99841458549945,0.031250768512098334,0.04674955199049362,0.07965497672557831,HARD: go up
517577405524651,517577413218363,517577411813626,517577411813626,True,hardcoded,0.5811574630379659,0.07908355278137198,0.2092746555540327,0.9982593398722969,0.030151122125088445,0.05059490479407897,0.07965497672557831,HARD: go up
517578405560959,517578412339732,517578411059155,517578411059155,True,hardcoded,0.5828574370144125,0.07763452226480336,0.2144277432877285,0.9980645422877742,0.028646704903367768,0.05506953543808112,0.07965497672557831,HARD: go up
517579405572276,517579412871789,517579411441232,517579411441232,True,hardcoded,0.5843123509213514,0.07568163027004633,0.21947478662798311,0.9978683431786152,0.026759075249981442,0.05936298622266811,0.07965497672557831,HARD: go up
517580405527243,517580413451425,517580411949678,517580411949678,True,hardcoded,0.5858476409901581,0.07313620196265402,0.2248378221735949,0.9976451085942677,0.024359674471362284,0.06392399660822189,0.07965497672557831,HARD: go up
517581405521601,517581412977603,517581411547797,517581411547797,True,hardcoded,0.5872237393668425,0.07045258833167604,0.22970195257153975,0.9974260245804132,0.021890416468645126,0.06805962656179013,0.07965497672557831,HARD: go up
517582405581438,517582413628149,517582412294532,517582412294532,True,hardcoded,0.588422966419136,0.06801270487233857,0.23427851150206358,0.9971992727986942,0.019657653159336354,0.07191547042223087,0.07965497672557831,HARD: go up
517583405501106,517583413151178,517583411875241,517583411875241,True,hardcoded,0.5897506708306739,0.06554980369600386,0.23946675223622627,0.9969110438517521,0.01739493515380086,0.07631477981226616,0.07965497672557831,HARD: go up
517584405517254,517584412521977,517584411395980,517584411395980,True,hardcoded,0.5909681850990622,0.06292911552021126,0.24456175715948753,0.9966086302873759,0.01501926303390462,0.08060537422637547,0.07965497672557831,HARD: go up
517585405512261,517585412810064,517585411134888,517585411134888,True,hardcoded,0.5921633674643838,0.060376388581255255,0.24972717708902814,0.996275227938156,0.01271477699927166,0.08496212023704182,0.07965497672557831,HARD: go up
517586405564159,517586412537672,517586411351785,517586411351785,True,hardcoded,0.5934757641552384,0.05646654378885832,0.2551420014718972,0.995910444209091,0.009263343715103841,0.08951955781626426,0.07965497672557831,HARD: go up
517587405485877,517587412794639,517587411332843,517587411332843,True,hardcoded,0.5945873944438186,0.05315042470679557,0.2603454627428406,0.9955283003967214,0.006357490117625444,0.09388391243110247,0.07965497672557831,HARD: go up
