t_client_start,t_publish,t_vla_in,t_vla_out,success,error,x,y,z,qx,qy,qz,gw,prompt
527100242267310,527100394201573,527100257772853,527100392670856,True,,0.5266463382347165,0.04150659180132509,0.16141084954006854,0.9857387774662881,0.16343300921909626,-0.03952752021336997,0.08,put the duplo brick into the box
527101242240471,527101385407594,527101249285993,527101383984548,True,,0.526923065851356,0.05962326369459486,0.16667429987939597,0.9835799516888003,0.17561846144668422,-0.04055594725856193,0.08,put the duplo brick into the box
527102242264523,527102384172080,527102249089536,527102382891643,True,,0.5256886803726136,0.07539836763165564,0.17110606471338927,0.9815187122684652,0.1875052372269669,-0.034592344630927856,0.08,put the duplo brick into the box
527103242273057,527103386263149,527103249486540,527103384856423,True,,0.5277716481527733,0.0909372629834316,0.17251773961513156,0.9813104034297642,0.186737856830418,-0.043094897706929404,0.08,put the duplo brick into the box
527104242782952,527104386585135,527104249810465,527104385208569,True,,0.5297868980956878,0.09509129157670296,0.17297691989449057,0.9794260028956236,0.19711491258884448,-0.04009839444361314,0.08,put the duplo brick into the box
527105243654758,527105387837771,527105250587122,527105386372205,True,,0.5283449375986216,0.11076844780403675,0.1606637005829243,0.9783336714978431,0.20220297655262828,-0.040266867988472545,0.08,put the duplo brick into the box
527106244048558,527106387671652,527106250832322,527106386227526,True,,0.5269013836395655,0.11118413543095287,0.16625504982940045,0.976192974336049,0.21216595178784356,-0.037072429440173416,0.08,put the duplo brick into the box
527107244998299,527107386814757,527107251852182,527107385512280,True,,0.5256738639093681,0.12168412626471806,0.1614711787383469,0.9753312134040757,0.2156770486772251,-0.04255858143525931,0.08,put the duplo brick into the box
527108242271630,527108385300076,527108249114983,527108383858639,True,,0.5207883363863343,0.12538564549501222,0.17243491107778705,0.9722996443551131,0.23014890493703505,-0.03577639830745892,0.08,put the duplo brick into the box
527109242271097,527109385388003,527109249407789,527109384074756,True,,0.5238367281067309,0.13042214167958638,0.1655559748236429,0.9723816921977889,0.2306106117202541,-0.030996800827664487,0.08,put the duplo brick into the box
527110247291033,527110391163968,527110254424736,527110389860411,True,,0.5233181324789349,0.13349653735649747,0.16558211814533524,0.9732227796969725,0.22711699707626637,-0.03048183688622258,0.08,put the duplo brick into the box
